"Chr","Start","End","Count","Diff","IBS_ratio"
"Chr04",24900000,25400000,22,1,95.45
"Chr04",2.5e+07,25500000,22,1,95.45
"Chr04",25100000,25600000,19,2,89.47
"Chr04",25200000,25700000,21,1,95.24
"Chr04",25300000,25800000,17,1,94.12
"Chr04",25400000,25900000,18,1,94.44
"Chr04",25500000,2.6e+07,15,1,93.33
"Chr04",25600000,26100000,11,0,100
"Chr04",25700000,26200000,8,0,100
"Chr04",25800000,26300000,7,0,100
"Chr04",25900000,26400000,6,0,100
"Chr04",2.6e+07,26500000,9,0,100
"Chr04",26100000,26600000,5,0,100
"Chr04",26200000,26700000,9,0,100
"Chr04",26300000,26800000,9,0,100
"Chr04",26400000,26900000,10,0,100
"Chr04",26500000,2.7e+07,12,0,100
"Chr04",26600000,27100000,20,0,100
"Chr04",26700000,27200000,14,0,100
"Chr04",26800000,27300000,17,0,100
"Chr04",26900000,27400000,22,0,100
"Chr04",2.7e+07,27500000,25,0,100
"Chr04",27100000,27600000,28,0,100
"Chr04",27200000,27700000,35,0,100
"Chr04",27300000,27800000,52,0,100
"Chr04",27400000,27900000,51,0,100
"Chr04",27500000,2.8e+07,46,0,100
"Chr04",27600000,28100000,39,0,100
"Chr04",27700000,28200000,32,0,100
"Chr04",27800000,28300000,18,0,100
"Chr04",27900000,28400000,13,0,100
"Chr04",2.8e+07,28500000,12,0,100
"Chr04",28100000,28600000,14,0,100
"Chr04",28200000,28700000,15,0,100
"Chr04",28300000,28800000,21,0,100
"Chr04",28400000,28900000,30,0,100
"Chr04",28500000,2.9e+07,29,0,100
"Chr04",28600000,29100000,26,0,100
"Chr04",28700000,29200000,25,0,100
"Chr04",28800000,29300000,16,0,100
"Chr04",28900000,29400000,16,0,100
"Chr04",2.9e+07,29500000,15,0,100
"Chr04",29100000,29600000,14,0,100
"Chr04",29200000,29700000,14,0,100
"Chr04",29300000,29800000,14,0,100
"Chr04",29400000,29900000,11,0,100
"Chr04",29500000,3e+07,11,0,100
"Chr04",29600000,30100000,13,0,100
"Chr04",29700000,30200000,16,0,100
"Chr04",29800000,30300000,14,0,100
"Chr04",29900000,30400000,10,0,100
"Chr04",3e+07,30500000,11,0,100
"Chr04",30100000,30600000,10,0,100
"Chr04",30200000,30700000,11,0,100
"Chr04",30300000,30800000,14,0,100
"Chr04",30400000,30900000,14,0,100
"Chr04",30500000,3.1e+07,18,0,100
"Chr04",30600000,31100000,17,0,100
"Chr04",30700000,31200000,15,0,100
"Chr04",30800000,31300000,11,0,100
"Chr04",30900000,31400000,10,0,100
"Chr04",3.1e+07,31500000,5,0,100
"Chr04",31100000,31600000,3,0,100
"Chr04",31200000,31700000,1,0,100
"Chr04",31300000,31800000,1,0,100
"Chr04",31500000,3.2e+07,2,0,100
"Chr04",31600000,32100000,2,0,100
"Chr04",31700000,32200000,2,0,100
"Chr04",31800000,32300000,2,0,100
"Chr04",31900000,32400000,5,0,100
"Chr04",3.2e+07,32500000,7,0,100
"Chr04",32100000,32600000,10,0,100
"Chr04",32200000,32700000,11,1,90.91
"Chr04",32300000,32800000,12,1,91.67
"Chr04",32400000,32900000,11,1,90.91
"Chr04",32500000,3.3e+07,10,1,90
"Chr04",32600000,33100000,12,1,91.67
"Chr04",32700000,33200000,12,0,100
"Chr04",32800000,33300000,11,0,100
"Chr04",32900000,33400000,9,0,100
"Chr04",3.3e+07,33500000,6,0,100
"Chr04",33100000,33600000,1,0,100
"Chr04",33300000,33800000,13,0,100
"Chr04",33400000,33900000,21,0,100
"Chr04",33500000,3.4e+07,34,0,100
"Chr04",33600000,34100000,50,0,100
"Chr04",33700000,34200000,55,1,98.18
"Chr04",33800000,34300000,49,1,97.96
"Chr04",33900000,34400000,43,3,93.02
"Chr04",3.4e+07,34500000,31,3,90.32
"Chr04",34100000,34600000,15,3,80
"Chr04",34200000,34700000,13,3,76.92
"Chr04",34300000,34800000,9,4,55.56
"Chr04",34400000,34900000,8,2,75
"Chr04",34500000,3.5e+07,16,2,87.5
"Chr04",34600000,35100000,27,2,92.59
"Chr04",34700000,35200000,34,1,97.06
"Chr04",34800000,35300000,32,0,100
"Chr04",34900000,35400000,33,0,100
"Chr04",3.5e+07,35500000,25,0,100
"Chr04",35100000,35600000,14,0,100
"Chr04",35200000,35700000,4,0,100
"Chr04",35300000,35800000,3,0,100
"Chr04",35400000,35900000,1,0,100
"Chr05",0,5e+05,22,1,95.45
"Chr05",1e+05,6e+05,23,0,100
"Chr05",2e+05,7e+05,25,0,100
"Chr05",3e+05,8e+05,17,0,100
"Chr05",4e+05,9e+05,18,0,100
"Chr05",5e+05,1e+06,17,0,100
"Chr05",6e+05,1100000,13,0,100
"Chr05",7e+05,1200000,16,0,100
"Chr05",8e+05,1300000,16,0,100
"Chr05",9e+05,1400000,12,0,100
"Chr05",1e+06,1500000,11,0,100
"Chr05",1100000,1600000,11,0,100
"Chr05",1200000,1700000,9,0,100
"Chr05",1300000,1800000,11,0,100
"Chr05",1400000,1900000,11,0,100
"Chr05",1500000,2e+06,8,0,100
"Chr05",1600000,2100000,7,0,100
"Chr05",1700000,2200000,4,0,100
"Chr05",1800000,2300000,12,0,100
"Chr05",1900000,2400000,16,1,93.75
"Chr05",2e+06,2500000,16,1,93.75
"Chr05",2100000,2600000,16,1,93.75
"Chr05",2200000,2700000,16,1,93.75
"Chr05",2300000,2800000,6,1,83.33
"Chr05",2400000,2900000,3,0,100
"Chr05",2500000,3e+06,3,0,100
"Chr05",2600000,3100000,7,0,100
"Chr05",2700000,3200000,11,0,100
"Chr05",2800000,3300000,15,0,100
"Chr05",2900000,3400000,15,0,100
"Chr05",3e+06,3500000,20,0,100
"Chr05",3100000,3600000,20,0,100
"Chr05",3200000,3700000,16,0,100
"Chr05",3300000,3800000,14,1,92.86
"Chr05",3400000,3900000,15,1,93.33
"Chr05",3500000,4e+06,9,1,88.89
"Chr05",3600000,4100000,5,1,80
"Chr05",3700000,4200000,9,1,88.89
"Chr05",3800000,4300000,29,0,100
"Chr05",3900000,4400000,30,0,100
"Chr05",4e+06,4500000,31,0,100
"Chr05",4100000,4600000,31,0,100
"Chr05",4200000,4700000,30,1,96.67
"Chr05",4300000,4800000,11,1,90.91
"Chr05",4400000,4900000,13,1,92.31
"Chr05",4500000,5e+06,19,1,94.74
"Chr05",4600000,5100000,21,1,95.24
"Chr05",4700000,5200000,17,0,100
"Chr05",4800000,5300000,19,1,94.74
"Chr05",4900000,5400000,29,1,96.55
"Chr05",5e+06,5500000,32,1,96.88
"Chr05",5100000,5600000,31,1,96.77
"Chr05",5200000,5700000,38,1,97.37
"Chr05",5300000,5800000,34,0,100
"Chr05",5400000,5900000,20,0,100
"Chr05",5500000,6e+06,11,0,100
"Chr05",5600000,6100000,15,0,100
"Chr05",5700000,6200000,9,0,100
"Chr05",5800000,6300000,10,0,100
"Chr05",5900000,6400000,13,0,100
"Chr05",6e+06,6500000,15,0,100
"Chr05",6100000,6600000,17,0,100
"Chr05",6200000,6700000,16,0,100
"Chr05",6300000,6800000,19,0,100
"Chr05",6400000,6900000,16,0,100
"Chr05",6500000,7e+06,27,0,100
"Chr05",6600000,7100000,23,0,100
"Chr05",6700000,7200000,24,0,100
"Chr05",6800000,7300000,21,0,100
"Chr05",6900000,7400000,30,0,100
"Chr05",7e+06,7500000,21,0,100
"Chr05",7100000,7600000,23,0,100
"Chr05",7200000,7700000,35,0,100
"Chr05",7300000,7800000,35,0,100
"Chr05",7400000,7900000,28,0,100
"Chr05",7500000,8e+06,32,0,100
"Chr05",7600000,8100000,32,0,100
"Chr05",7700000,8200000,25,0,100
"Chr05",7800000,8300000,25,0,100
"Chr05",7900000,8400000,25,0,100
"Chr05",8e+06,8500000,28,0,100
"Chr05",8100000,8600000,24,0,100
"Chr05",8200000,8700000,18,0,100
"Chr05",8300000,8800000,16,0,100
"Chr05",8400000,8900000,15,0,100
"Chr05",8500000,9e+06,5,0,100
"Chr05",8600000,9100000,8,0,100
"Chr05",8700000,9200000,12,0,100
"Chr05",8800000,9300000,14,0,100
"Chr05",8900000,9400000,12,0,100
"Chr05",9e+06,9500000,10,0,100
"Chr05",9100000,9600000,6,0,100
"Chr05",9200000,9700000,2,0,100
"Chr05",9300000,9800000,2,0,100
"Chr05",9400000,9900000,2,0,100
"Chr05",9500000,1e+07,2,0,100
"Chr05",9600000,10100000,2,0,100
"Chr05",9700000,10200000,2,0,100
"Chr05",9800000,10300000,2,0,100
"Chr05",9900000,10400000,2,0,100
"Chr05",1e+07,10500000,2,0,100
"Chr05",10100000,10600000,2,0,100
"Chr05",10200000,10700000,2,0,100
"Chr05",10300000,10800000,1,0,100
"Chr05",10400000,10900000,8,0,100
"Chr05",10500000,1.1e+07,23,0,100
"Chr05",10600000,11100000,36,0,100
"Chr05",10700000,11200000,39,0,100
"Chr05",10800000,11300000,45,0,100
"Chr05",10900000,11400000,50,0,100
"Chr05",1.1e+07,11500000,49,0,100
"Chr05",11100000,11600000,37,0,100
"Chr05",11200000,11700000,44,0,100
"Chr05",11300000,11800000,57,0,100
"Chr05",11400000,11900000,45,0,100
"Chr05",11500000,1.2e+07,36,2,94.44
"Chr05",11600000,12100000,45,2,95.56
"Chr05",11700000,12200000,51,2,96.08
"Chr05",11800000,12300000,46,2,95.65
"Chr05",11900000,12400000,54,2,96.3
"Chr05",1.2e+07,12500000,56,0,100
"Chr05",12100000,12600000,50,0,100
"Chr05",12200000,12700000,55,0,100
"Chr05",12300000,12800000,51,0,100
"Chr05",12400000,12900000,57,1,98.25
"Chr05",12500000,1.3e+07,62,1,98.39
"Chr05",12600000,13100000,71,1,98.59
"Chr05",12700000,13200000,53,1,98.11
"Chr05",12800000,13300000,51,1,98.04
"Chr05",12900000,13400000,41,0,100
"Chr05",1.3e+07,13500000,43,0,100
"Chr05",13100000,13600000,51,0,100
"Chr05",13200000,13700000,52,0,100
"Chr05",13300000,13800000,45,0,100
"Chr05",13400000,13900000,41,0,100
"Chr05",13500000,1.4e+07,32,0,100
"Chr05",13600000,14100000,23,0,100
"Chr05",13700000,14200000,28,0,100
"Chr05",13800000,14300000,41,0,100
"Chr05",13900000,14400000,47,0,100
"Chr05",1.4e+07,14500000,42,0,100
"Chr05",14100000,14600000,34,0,100
"Chr05",14200000,14700000,29,0,100
"Chr05",14300000,14800000,18,0,100
"Chr05",14400000,14900000,12,0,100
"Chr05",14500000,1.5e+07,13,0,100
"Chr05",14600000,15100000,15,0,100
"Chr05",14700000,15200000,16,0,100
"Chr05",14800000,15300000,32,0,100
"Chr05",14900000,15400000,32,0,100
"Chr05",1.5e+07,15500000,33,0,100
"Chr05",15100000,15600000,36,0,100
"Chr05",15200000,15700000,35,1,97.14
"Chr05",15300000,15800000,22,1,95.45
"Chr05",15400000,15900000,29,1,96.55
"Chr05",15500000,1.6e+07,35,1,97.14
"Chr05",15600000,16100000,35,1,97.14
"Chr05",15700000,16200000,35,2,94.29
"Chr05",15800000,16300000,37,2,94.59
"Chr05",15900000,16400000,30,2,93.33
"Chr05",1.6e+07,16500000,28,3,89.29
"Chr05",16100000,16600000,34,3,91.18
"Chr05",16200000,16700000,36,1,97.22
"Chr05",16300000,16800000,29,1,96.55
"Chr05",16400000,16900000,32,1,96.88
"Chr05",16500000,1.7e+07,29,0,100
"Chr05",16600000,17100000,17,0,100
"Chr05",16700000,17200000,12,1,91.67
"Chr05",16800000,17300000,18,2,88.89
"Chr05",16900000,17400000,25,3,88
"Chr05",1.7e+07,17500000,40,3,92.5
"Chr05",17100000,17600000,39,3,92.31
"Chr05",17200000,17700000,40,2,95
"Chr05",17300000,17800000,37,1,97.3
"Chr05",17400000,17900000,36,0,100
"Chr05",17500000,1.8e+07,28,0,100
"Chr05",17600000,18100000,29,0,100
"Chr05",17700000,18200000,41,1,97.56
"Chr05",17800000,18300000,46,1,97.83
"Chr05",17900000,18400000,38,1,97.37
"Chr05",1.8e+07,18500000,36,1,97.22
"Chr05",18100000,18600000,35,1,97.14
"Chr05",18200000,18700000,24,0,100
"Chr05",18300000,18800000,16,0,100
"Chr05",18400000,18900000,24,0,100
"Chr05",18500000,1.9e+07,25,0,100
"Chr05",18600000,19100000,28,0,100
"Chr05",18700000,19200000,28,1,96.43
"Chr05",18800000,19300000,29,1,96.55
"Chr05",18900000,19400000,22,1,95.45
"Chr05",1.9e+07,19500000,14,1,92.86
"Chr05",19100000,19600000,13,1,92.31
"Chr05",19200000,19700000,19,0,100
"Chr05",19300000,19800000,24,1,95.83
"Chr05",19400000,19900000,25,1,96
"Chr05",19500000,2e+07,24,1,95.83
"Chr05",19600000,20100000,20,1,95
"Chr05",19700000,20200000,13,1,92.31
"Chr05",19800000,20300000,5,0,100
"Chr05",19900000,20400000,7,0,100
"Chr05",2e+07,20500000,23,0,100
"Chr05",20100000,20600000,30,1,96.67
"Chr05",20200000,20700000,29,1,96.55
"Chr05",20300000,20800000,31,1,96.77
"Chr05",20400000,20900000,26,1,96.15
"Chr05",20500000,2.1e+07,12,1,91.67
"Chr05",20600000,21100000,14,0,100
"Chr05",20700000,21200000,15,0,100
"Chr05",20800000,21300000,13,0,100
"Chr05",20900000,21400000,14,0,100
"Chr05",2.1e+07,21500000,12,0,100
"Chr05",21100000,21600000,3,0,100
"Chr05",21200000,21700000,4,0,100
"Chr05",21300000,21800000,9,0,100
"Chr05",21400000,21900000,8,0,100
"Chr05",21500000,2.2e+07,8,0,100
"Chr05",21600000,22100000,8,0,100
"Chr05",21700000,22200000,6,0,100
"Chr05",21800000,22300000,12,0,100
"Chr05",21900000,22400000,15,1,93.33
"Chr05",2.2e+07,22500000,29,1,96.55
"Chr05",22100000,22600000,37,1,97.3
"Chr05",22200000,22700000,46,1,97.83
"Chr05",22300000,22800000,37,1,97.3
"Chr05",22400000,22900000,34,0,100
"Chr05",22500000,2.3e+07,20,0,100
"Chr05",22600000,23100000,14,0,100
"Chr05",22700000,23200000,11,2,81.82
"Chr05",22800000,23300000,10,2,80
"Chr05",22900000,23400000,11,2,81.82
"Chr05",2.3e+07,23500000,11,2,81.82
"Chr05",23100000,23600000,10,3,70
"Chr05",23200000,23700000,7,1,85.71
"Chr05",23300000,23800000,8,1,87.5
"Chr05",23400000,23900000,11,2,81.82
"Chr05",23500000,2.4e+07,13,2,84.62
"Chr05",23600000,24100000,23,1,95.65
"Chr05",23700000,24200000,26,1,96.15
"Chr05",23800000,24300000,31,1,96.77
"Chr05",23900000,24400000,29,0,100
"Chr05",2.4e+07,24500000,29,0,100
"Chr05",24100000,24600000,19,0,100
"Chr05",24200000,24700000,12,0,100
"Chr05",24300000,24800000,8,0,100
"Chr05",24400000,24900000,11,0,100
"Chr05",24500000,2.5e+07,16,0,100
"Chr05",24600000,25100000,15,0,100
"Chr05",24700000,25200000,25,0,100
"Chr05",24800000,25300000,23,0,100
"Chr05",24900000,25400000,21,0,100
"Chr05",2.5e+07,25500000,23,0,100
"Chr05",25100000,25600000,29,0,100
"Chr05",25200000,25700000,25,0,100
"Chr05",25300000,25800000,28,0,100
"Chr05",25400000,25900000,26,0,100
"Chr05",25500000,2.6e+07,17,0,100
"Chr05",25600000,26100000,11,0,100
"Chr05",25700000,26200000,5,0,100
"Chr05",25800000,26300000,3,0,100
"Chr05",25900000,26400000,4,0,100
"Chr05",2.6e+07,26500000,6,0,100
"Chr05",26100000,26600000,12,0,100
"Chr05",26200000,26700000,18,0,100
"Chr05",26300000,26800000,22,0,100
"Chr05",26400000,26900000,20,0,100
"Chr05",26500000,2.7e+07,23,0,100
"Chr05",26600000,27100000,19,0,100
"Chr05",26700000,27200000,13,0,100
"Chr05",26800000,27300000,8,0,100
"Chr05",26900000,27400000,9,0,100
"Chr05",2.7e+07,27500000,7,1,85.71
"Chr05",27100000,27600000,8,1,87.5
"Chr05",27200000,27700000,16,1,93.75
"Chr05",27300000,27800000,20,1,95
"Chr05",27400000,27900000,22,1,95.45
"Chr05",27500000,2.8e+07,25,0,100
"Chr05",27600000,28100000,25,0,100
"Chr05",27700000,28200000,17,0,100
"Chr05",27800000,28300000,18,0,100
"Chr05",27900000,28400000,17,0,100
"Chr05",2.8e+07,28500000,21,0,100
"Chr05",28100000,28600000,22,0,100
"Chr05",28200000,28700000,22,0,100
"Chr05",28300000,28800000,16,0,100
"Chr05",28400000,28900000,15,0,100
"Chr05",28500000,2.9e+07,8,0,100
"Chr05",28600000,29100000,5,0,100
"Chr05",28700000,29200000,9,0,100
"Chr05",28800000,29300000,10,0,100
"Chr05",28900000,29400000,10,0,100
"Chr05",2.9e+07,29500000,9,0,100
"Chr05",29100000,29600000,16,2,87.5
"Chr05",29200000,29700000,31,2,93.55
"Chr05",29300000,29800000,48,3,93.75
"Chr05",29400000,29900000,47,3,93.62
"Chr05",29500000,3e+07,45,3,93.33
"Chr05",29600000,30100000,37,1,97.3
"Chr05",29700000,30200000,18,1,94.44
"Chr06",0,5e+05,21,0,100
"Chr06",1e+05,6e+05,28,0,100
"Chr06",2e+05,7e+05,15,1,93.33
"Chr06",3e+05,8e+05,10,1,90
"Chr06",4e+05,9e+05,12,1,91.67
"Chr06",5e+05,1e+06,12,1,91.67
"Chr06",6e+05,1100000,4,1,75
"Chr06",7e+05,1200000,2,0,100
"Chr06",8e+05,1300000,2,0,100
"Chr06",1e+06,1500000,3,0,100
"Chr06",1100000,1600000,11,0,100
"Chr06",1200000,1700000,11,0,100
"Chr06",1300000,1800000,11,0,100
"Chr06",1400000,1900000,14,0,100
"Chr06",1500000,2e+06,13,0,100
"Chr06",1600000,2100000,5,0,100
"Chr06",1700000,2200000,10,0,100
"Chr06",1800000,2300000,20,0,100
"Chr06",1900000,2400000,28,1,96.43
"Chr06",2e+06,2500000,27,1,96.3
"Chr06",2100000,2600000,28,2,92.86
"Chr06",2200000,2700000,23,2,91.3
"Chr06",2300000,2800000,14,2,85.71
"Chr06",2400000,2900000,14,2,85.71
"Chr06",2500000,3e+06,24,2,91.67
"Chr06",2600000,3100000,23,1,95.65
"Chr06",2700000,3200000,26,1,96.15
"Chr06",2800000,3300000,35,2,94.29
"Chr06",2900000,3400000,28,2,92.86
"Chr06",3e+06,3500000,19,2,89.47
"Chr06",3100000,3600000,21,3,85.71
"Chr06",3200000,3700000,21,3,85.71
"Chr06",3300000,3800000,13,2,84.62
"Chr06",3400000,3900000,9,1,88.89
"Chr06",3500000,4e+06,14,1,92.86
"Chr06",3600000,4100000,19,1,94.74
"Chr06",3700000,4200000,27,1,96.3
"Chr06",3800000,4300000,29,1,96.55
"Chr06",3900000,4400000,31,2,93.55
"Chr06",4e+06,4500000,24,2,91.67
"Chr06",4100000,4600000,20,1,95
"Chr06",4200000,4700000,16,1,93.75
"Chr06",4300000,4800000,12,1,91.67
"Chr06",4400000,4900000,10,0,100
"Chr06",4500000,5e+06,11,0,100
"Chr06",4600000,5100000,11,0,100
"Chr06",4700000,5200000,6,0,100
"Chr06",4800000,5300000,7,0,100
"Chr06",4900000,5400000,20,0,100
"Chr06",5e+06,5500000,25,0,100
"Chr06",5100000,5600000,35,0,100
"Chr06",5200000,5700000,51,0,100
"Chr06",5300000,5800000,58,0,100
"Chr06",5400000,5900000,49,0,100
"Chr06",5500000,6e+06,45,0,100
"Chr06",5600000,6100000,33,0,100
"Chr06",5700000,6200000,17,2,88.24
"Chr06",5800000,6300000,11,2,81.82
"Chr06",5900000,6400000,10,2,80
"Chr06",6e+06,6500000,8,2,75
"Chr06",6100000,6600000,10,2,80
"Chr06",6200000,6700000,14,1,92.86
"Chr06",6300000,6800000,16,1,93.75
"Chr06",6400000,6900000,22,3,86.36
"Chr06",6500000,7e+06,30,3,90
"Chr06",6600000,7100000,29,3,89.66
"Chr06",6700000,7200000,25,2,92
"Chr06",6800000,7300000,23,2,91.3
"Chr06",6900000,7400000,19,4,78.95
"Chr06",7e+06,7500000,24,4,83.33
"Chr06",7100000,7600000,26,4,84.62
"Chr06",7200000,7700000,27,5,81.48
"Chr06",7300000,7800000,31,5,83.87
"Chr06",7400000,7900000,29,1,96.55
"Chr06",7500000,8e+06,19,2,89.47
"Chr06",7600000,8100000,31,2,93.55
"Chr06",7700000,8200000,30,1,96.67
"Chr06",7800000,8300000,29,1,96.55
"Chr06",7900000,8400000,32,1,96.88
"Chr06",8e+06,8500000,34,1,97.06
"Chr06",8100000,8600000,19,1,94.74
"Chr06",8200000,8700000,25,1,96
"Chr06",8300000,8800000,32,1,96.88
"Chr06",8400000,8900000,27,1,96.3
"Chr06",8500000,9e+06,33,2,93.94
"Chr06",8600000,9100000,39,4,89.74
"Chr06",8700000,9200000,33,4,87.88
"Chr06",8800000,9300000,21,4,80.95
"Chr06",8900000,9400000,30,4,86.67
"Chr06",9e+06,9500000,19,2,89.47
"Chr06",9100000,9600000,12,0,100
"Chr06",9200000,9700000,18,0,100
"Chr06",9300000,9800000,18,0,100
"Chr06",9400000,9900000,13,0,100
"Chr06",9500000,1e+07,13,0,100
"Chr06",9600000,10100000,14,0,100
"Chr06",9700000,10200000,6,0,100
"Chr06",9800000,10300000,6,0,100
"Chr06",9900000,10400000,1,0,100
"Chr06",1e+07,10500000,1,0,100
"Chr06",10200000,10700000,2,0,100
"Chr06",10300000,10800000,3,0,100
"Chr06",10400000,10900000,6,0,100
"Chr06",10500000,1.1e+07,8,0,100
"Chr06",10600000,11100000,15,0,100
"Chr06",10700000,11200000,18,1,94.44
"Chr06",10800000,11300000,27,1,96.3
"Chr06",10900000,11400000,25,1,96
"Chr06",1.1e+07,11500000,24,1,95.83
"Chr06",11100000,11600000,17,1,94.12
"Chr06",11200000,11700000,12,0,100
"Chr06",11300000,11800000,2,0,100
"Chr06",11400000,11900000,1,0,100
"Chr06",11500000,1.2e+07,1,0,100
"Chr06",11600000,12100000,1,0,100
"Chr06",11700000,12200000,3,0,100
"Chr06",11800000,12300000,9,0,100
"Chr06",11900000,12400000,9,0,100
"Chr06",1.2e+07,12500000,9,0,100
"Chr06",12100000,12600000,9,0,100
"Chr06",12200000,12700000,7,0,100
"Chr06",12300000,12800000,1,0,100
"Chr06",12400000,12900000,4,0,100
"Chr06",12500000,1.3e+07,3,0,100
"Chr06",12600000,13100000,3,0,100
"Chr06",12700000,13200000,9,0,100
"Chr06",12800000,13300000,14,0,100
"Chr06",12900000,13400000,14,0,100
"Chr06",1.3e+07,13500000,14,0,100
"Chr06",13100000,13600000,20,0,100
"Chr06",13200000,13700000,19,0,100
"Chr06",13300000,13800000,14,0,100
"Chr06",13400000,13900000,12,0,100
"Chr06",13500000,1.4e+07,12,0,100
"Chr06",13600000,14100000,6,0,100
"Chr06",13700000,14200000,1,0,100
"Chr06",13800000,14300000,1,0,100
"Chr06",14900000,15400000,4,0,100
"Chr06",1.5e+07,15500000,4,0,100
"Chr06",15100000,15600000,4,0,100
"Chr06",15200000,15700000,4,0,100
"Chr06",15300000,15800000,6,0,100
"Chr06",15400000,15900000,3,0,100
"Chr06",15500000,1.6e+07,3,0,100
"Chr06",15600000,16100000,3,0,100
"Chr06",15700000,16200000,4,0,100
"Chr06",15800000,16300000,3,0,100
"Chr06",15900000,16400000,10,0,100
"Chr06",1.6e+07,16500000,19,0,100
"Chr06",16100000,16600000,21,0,100
"Chr06",16200000,16700000,22,0,100
"Chr06",16300000,16800000,21,0,100
"Chr06",16400000,16900000,13,0,100
"Chr06",16500000,1.7e+07,5,0,100
"Chr06",16600000,17100000,4,0,100
"Chr06",16700000,17200000,2,0,100
"Chr06",16800000,17300000,3,0,100
"Chr06",16900000,17400000,3,0,100
"Chr06",1.7e+07,17500000,2,0,100
"Chr06",17100000,17600000,1,0,100
"Chr06",17200000,17700000,1,0,100
"Chr06",17300000,17800000,3,0,100
"Chr06",17400000,17900000,5,0,100
"Chr06",17500000,1.8e+07,5,0,100
"Chr06",17600000,18100000,5,0,100
"Chr06",17700000,18200000,5,0,100
"Chr06",17800000,18300000,2,0,100
"Chr06",1.9e+07,19500000,2,0,100
"Chr06",19100000,19600000,3,0,100
"Chr06",19200000,19700000,3,0,100
"Chr06",19300000,19800000,7,0,100
"Chr06",19400000,19900000,15,0,100
"Chr06",19500000,2e+07,20,0,100
"Chr06",19600000,20100000,19,0,100
"Chr06",19700000,20200000,22,0,100
"Chr06",19800000,20300000,19,0,100
"Chr06",19900000,20400000,12,0,100
"Chr06",2e+07,20500000,14,0,100
"Chr06",20100000,20600000,14,0,100
"Chr06",20200000,20700000,12,0,100
"Chr06",20300000,20800000,11,0,100
"Chr06",20400000,20900000,11,0,100
"Chr06",20500000,2.1e+07,7,0,100
"Chr06",20600000,21100000,21,0,100
"Chr06",20700000,21200000,32,0,100
"Chr06",20800000,21300000,39,0,100
"Chr06",20900000,21400000,43,0,100
"Chr06",2.1e+07,21500000,46,0,100
"Chr06",21100000,21600000,49,0,100
"Chr06",21200000,21700000,68,0,100
"Chr06",21300000,21800000,63,0,100
"Chr06",21400000,21900000,60,0,100
"Chr06",21500000,2.2e+07,52,0,100
"Chr06",21600000,22100000,37,0,100
"Chr06",21700000,22200000,7,0,100
"Chr06",21800000,22300000,6,1,83.33
"Chr06",21900000,22400000,4,1,75
"Chr06",2.2e+07,22500000,4,1,75
"Chr06",22100000,22600000,2,1,50
"Chr06",22200000,22700000,1,1,0
"Chr06",22900000,23400000,1,0,100
"Chr06",2.3e+07,23500000,2,0,100
"Chr06",23100000,23600000,4,0,100
"Chr06",23200000,23700000,5,0,100
"Chr06",23300000,23800000,8,0,100
"Chr06",23400000,23900000,17,0,100
"Chr06",23500000,2.4e+07,18,0,100
"Chr06",23600000,24100000,24,0,100
"Chr06",23700000,24200000,27,0,100
"Chr06",23800000,24300000,28,0,100
"Chr06",23900000,24400000,28,0,100
"Chr06",2.4e+07,24500000,32,1,96.88
"Chr06",24100000,24600000,27,1,96.3
"Chr06",24200000,24700000,31,1,96.77
"Chr06",24300000,24800000,42,1,97.62
"Chr06",24400000,24900000,36,1,97.22
"Chr06",24500000,2.5e+07,30,0,100
"Chr06",24600000,25100000,29,0,100
"Chr06",24700000,25200000,29,0,100
"Chr06",24800000,25300000,14,0,100
"Chr06",24900000,25400000,11,0,100
"Chr06",2.5e+07,25500000,12,0,100
"Chr06",25100000,25600000,10,0,100
"Chr06",25200000,25700000,8,0,100
"Chr06",25300000,25800000,17,0,100
"Chr06",25400000,25900000,26,0,100
"Chr06",25500000,2.6e+07,31,1,96.77
"Chr06",25600000,26100000,31,1,96.77
"Chr06",25700000,26200000,25,1,96
"Chr06",25800000,26300000,16,1,93.75
"Chr06",25900000,26400000,13,1,92.31
"Chr06",2.6e+07,26500000,23,1,95.65
"Chr06",26100000,26600000,27,1,96.3
"Chr06",26200000,26700000,29,2,93.1
"Chr06",26300000,26800000,38,3,92.11
"Chr06",26400000,26900000,39,3,92.31
"Chr06",26500000,2.7e+07,24,2,91.67
"Chr06",26600000,27100000,29,6,79.31
"Chr06",26700000,27200000,32,6,81.25
"Chr06",26800000,27300000,34,5,85.29
"Chr06",26900000,27400000,37,5,86.49
"Chr06",2.7e+07,27500000,42,5,88.1
"Chr06",27100000,27600000,40,2,95
"Chr06",27200000,27700000,36,1,97.22
"Chr06",27300000,27800000,31,1,96.77
"Chr06",27400000,27900000,21,1,95.24
"Chr06",27500000,2.8e+07,15,1,93.33
"Chr06",27600000,28100000,9,1,88.89
"Chr06",27700000,28200000,13,1,92.31
"Chr06",27800000,28300000,10,1,90
"Chr06",27900000,28400000,13,1,92.31
"Chr06",2.8e+07,28500000,17,2,88.24
"Chr06",28100000,28600000,20,1,95
"Chr06",28200000,28700000,15,1,93.33
"Chr06",28300000,28800000,15,1,93.33
"Chr06",28400000,28900000,11,1,90.91
"Chr06",28500000,2.9e+07,7,0,100
"Chr06",28600000,29100000,3,0,100
"Chr06",28700000,29200000,5,0,100
"Chr06",28800000,29300000,2,0,100
